"","X.x","Entry","X.y","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Tissue.specificity","Induction","Developmental.stage","V2"
"315","lcl|NW_011934567.1_cds_XP_011431912.1_111","P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"316","lcl|NW_011934567.1_cds_XP_011431912.1_111","Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"317","lcl|NW_011934567.1_cds_XP_011431912.1_111","P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"318","lcl|NW_011934567.1_cds_XP_019923816.1_113","P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"319","lcl|NW_011934567.1_cds_XP_019923816.1_113","Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"32","lcl|NW_011934516.1_cds_XP_019923453.1_9","Q14409",25,"GLPK3_HUMAN","reviewed","Glycerol kinase 3 (GK 3) (Glycerokinase 3) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 3) (Glycerol kinase 3 pseudogene) (Glycerol kinase, testis specific 1)","GK3P GKP3 GKTB","Homo sapiens (Human)",553,"","","","LOC105328737"
"320","lcl|NW_011934567.1_cds_XP_019923816.1_113","Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"321","lcl|NW_011934567.1_cds_XP_019923816.1_113","Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"322","lcl|NW_011934567.1_cds_XP_019923816.1_113","P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"323","lcl|NW_011934567.1_cds_XP_019923966.1_119","Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"324","lcl|NW_011934567.1_cds_XP_019923966.1_119","Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"325","lcl|NW_011934567.1_cds_XP_019923966.1_119","P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"326","lcl|NW_011934567.1_cds_XP_019923966.1_119","P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"327","lcl|NW_011934567.1_cds_XP_019923966.1_119","Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"328","lcl|NW_011934567.1_cds_XP_019923983.1_120","Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"329","lcl|NW_011934567.1_cds_XP_019923983.1_120","P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"33","lcl|NW_011934516.1_cds_XP_019923453.1_9","Q0IID9",22,"GLPK_BOVIN","reviewed","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)","GK","Bos taurus (Bovine)",559,"","","","LOC105328737"
"330","lcl|NW_011934567.1_cds_XP_019923983.1_120","P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"331","lcl|NW_011934567.1_cds_XP_019923983.1_120","Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"332","lcl|NW_011934567.1_cds_XP_019923983.1_120","Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"333","lcl|NW_011934567.1_cds_XP_019924112.1_122","Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"334","lcl|NW_011934567.1_cds_XP_019924112.1_122","Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"335","lcl|NW_011934567.1_cds_XP_019924112.1_122","Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"336","lcl|NW_011934567.1_cds_XP_019924112.1_122","P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"337","lcl|NW_011934567.1_cds_XP_019924112.1_122","P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"338","lcl|NW_011934567.1_cds_XP_019924127.1_123","Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"339","lcl|NW_011934567.1_cds_XP_019924127.1_123","P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"34","lcl|NW_011934516.1_cds_XP_019923453.1_9","Q64516",24,"GLPK_MOUSE","reviewed","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)","Gk Gyk","Mus musculus (Mouse)",559,"","","","LOC105328737"
"340","lcl|NW_011934567.1_cds_XP_019924127.1_123","Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"341","lcl|NW_011934567.1_cds_XP_019924127.1_123","P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"342","lcl|NW_011934567.1_cds_XP_019924127.1_123","Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"343","lcl|NW_011934570.1_cds_XP_011432341.1_127","Q4U2R1",157,"HERC2_MOUSE","reviewed","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","Herc2 Jdf2 Kiaa0393 Rjs","Mus musculus (Mouse)",4836,"TISSUE SPECIFICITY: Highest levels are found in brain and testis with lower levels in heart, lung, liver, skeletal muscle and kidney. Little expression detected in spleen. {ECO:0000269|PubMed:9689098}.","","","LOC105331695"
"344","lcl|NW_011934570.1_cds_XP_011432341.1_127","Q9VR91",158,"HERC2_DROME","reviewed","Probable E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","HERC2 CG11734","Drosophila melanogaster (Fruit fly)",4912,"","","","LOC105331695"
"345","lcl|NW_011934570.1_cds_XP_011432341.1_127","O95714",156,"HERC2_HUMAN","reviewed","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","HERC2","Homo sapiens (Human)",4834,"","","","LOC105331695"
"346","lcl|NW_011934574.1_cds_XP_011433046.1_131","Q16706",161,"MA2A1_HUMAN","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A1 MANA2","Homo sapiens (Human)",1144,"","","","LOC105332200"
"347","lcl|NW_011934574.1_cds_XP_011433046.1_131","P49641",162,"MA2A2_HUMAN","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A2 MANA2X","Homo sapiens (Human)",1150,"","","","LOC105332200"
"348","lcl|NW_011934574.1_cds_XP_011433046.1_131","Q8BRK9",163,"MA2A2_MOUSE","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a2 Mana2x","Mus musculus (Mouse)",1152,"","","","LOC105332200"
"349","lcl|NW_011934574.1_cds_XP_011433046.1_131","P28494",159,"MA2A1_RAT","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Rattus norvegicus (Rat)",1148,"TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1885615, ECO:0000269|PubMed:2748583}.","","","LOC105332200"
"35","lcl|NW_011934516.1_cds_XP_019923453.1_9","Q21944",21,"GLPK_CAEEL","reviewed","Probable glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)","R11F4.1","Caenorhabditis elegans",502,"","","","LOC105328737"
"350","lcl|NW_011934574.1_cds_XP_011433046.1_131","P27046",160,"MA2A1_MOUSE","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Mus musculus (Mouse)",1150,"TISSUE SPECIFICITY: All tissues, mostly in adrenal and thymus.","","","LOC105332200"
"351","lcl|NW_011934574.1_cds_XP_011433124.1_132","Q8BRK9",163,"MA2A2_MOUSE","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a2 Mana2x","Mus musculus (Mouse)",1152,"","","","LOC105332200"
"352","lcl|NW_011934574.1_cds_XP_011433124.1_132","P28494",159,"MA2A1_RAT","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Rattus norvegicus (Rat)",1148,"TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1885615, ECO:0000269|PubMed:2748583}.","","","LOC105332200"
"353","lcl|NW_011934574.1_cds_XP_011433124.1_132","P49641",162,"MA2A2_HUMAN","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A2 MANA2X","Homo sapiens (Human)",1150,"","","","LOC105332200"
"354","lcl|NW_011934574.1_cds_XP_011433124.1_132","Q16706",161,"MA2A1_HUMAN","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A1 MANA2","Homo sapiens (Human)",1144,"","","","LOC105332200"
"355","lcl|NW_011934574.1_cds_XP_011433124.1_132","P27046",160,"MA2A1_MOUSE","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Mus musculus (Mouse)",1150,"TISSUE SPECIFICITY: All tissues, mostly in adrenal and thymus.","","","LOC105332200"
"356","lcl|NW_011934574.1_cds_XP_011433197.1_133","Q16706",161,"MA2A1_HUMAN","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A1 MANA2","Homo sapiens (Human)",1144,"","","","LOC105332200"
"357","lcl|NW_011934574.1_cds_XP_011433197.1_133","Q8BRK9",163,"MA2A2_MOUSE","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a2 Mana2x","Mus musculus (Mouse)",1152,"","","","LOC105332200"
"358","lcl|NW_011934574.1_cds_XP_011433197.1_133","P49641",162,"MA2A2_HUMAN","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A2 MANA2X","Homo sapiens (Human)",1150,"","","","LOC105332200"
"359","lcl|NW_011934574.1_cds_XP_011433197.1_133","P27046",160,"MA2A1_MOUSE","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Mus musculus (Mouse)",1150,"TISSUE SPECIFICITY: All tissues, mostly in adrenal and thymus.","","","LOC105332200"
"36","lcl|NW_011934516.1_cds_XP_019923670.1_10","Q14409",25,"GLPK3_HUMAN","reviewed","Glycerol kinase 3 (GK 3) (Glycerokinase 3) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 3) (Glycerol kinase 3 pseudogene) (Glycerol kinase, testis specific 1)","GK3P GKP3 GKTB","Homo sapiens (Human)",553,"","","","LOC105328737"
"360","lcl|NW_011934574.1_cds_XP_011433197.1_133","P28494",159,"MA2A1_RAT","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Rattus norvegicus (Rat)",1148,"TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1885615, ECO:0000269|PubMed:2748583}.","","","LOC105332200"
"361","lcl|NW_011934574.1_cds_XP_011433280.1_134","P28494",159,"MA2A1_RAT","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Rattus norvegicus (Rat)",1148,"TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1885615, ECO:0000269|PubMed:2748583}.","","","LOC105332200"
"362","lcl|NW_011934574.1_cds_XP_011433280.1_134","P27046",160,"MA2A1_MOUSE","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Mus musculus (Mouse)",1150,"TISSUE SPECIFICITY: All tissues, mostly in adrenal and thymus.","","","LOC105332200"
"363","lcl|NW_011934574.1_cds_XP_011433280.1_134","Q16706",161,"MA2A1_HUMAN","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A1 MANA2","Homo sapiens (Human)",1144,"","","","LOC105332200"
"364","lcl|NW_011934574.1_cds_XP_011433280.1_134","P49641",162,"MA2A2_HUMAN","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A2 MANA2X","Homo sapiens (Human)",1150,"","","","LOC105332200"
"365","lcl|NW_011934574.1_cds_XP_011433280.1_134","Q8BRK9",163,"MA2A2_MOUSE","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a2 Mana2x","Mus musculus (Mouse)",1152,"","","","LOC105332200"
"366","lcl|NW_011934574.1_cds_XP_019924487.1_135","Q941I6",167,"PMS1_ARATH","reviewed","DNA mismatch repair protein PMS1 (Postmeiotic segregation protein 1) (Protein POSTMEIOTIC SEGREGATION 1)","PMS1 At4g02460 T14P8.6","Arabidopsis thaliana (Mouse-ear cress)",923,"TISSUE SPECIFICITY: Expressed at very low levels in mature leaves. Detected in rapidly dividing tissues. {ECO:0000269|PubMed:20571910, ECO:0000269|Ref.1}.","","","LOC105332439"
"367","lcl|NW_011934574.1_cds_XP_019924487.1_135","P54278",164,"PMS2_HUMAN","reviewed","Mismatch repair endonuclease PMS2 (EC 3.1.-.-) (DNA mismatch repair protein PMS2) (PMS1 protein homolog 2)","PMS2 PMSL2","Homo sapiens (Human)",862,"","","","LOC105332439"
